pos,vertex,degree,p_size,cliques,seconds
150,115544,1,1,1,2.128999767592177e-06
151,124353,1,0,0,1.5190016711130738e-06
152,115545,1,1,1,2.5149965949822217e-06
153,50011,1,1,1,2.302000211784616e-06
154,90972,1,1,1,2.5800000003073364e-06
155,99180,1,1,1,2.73999830824323e-06
156,123764,1,1,1,2.643999323481694e-06
157,82804,1,1,1,2.4469991330988705e-06
158,94561,1,0,0,1.4729994290973991e-06
159,17268,1,1,1,2.3369975679088384e-06
160,89813,1,0,0,1.3729986676480621e-06
161,91008,1,1,1,2.287000825162977e-06
162,897,1,1,1,2.988002961501479e-06
163,17290,1,1,1,2.8050017135683447e-06
164,123788,1,1,1,4.7959983930923045e-06
165,25485,1,1,1,2.806002157740295e-06
166,25487,1,1,1,2.430002496112138e-06
167,123792,1,1,1,2.687000232981518e-06
168,33687,1,1,1,2.235003194073215e-06
169,28894,1,0,0,1.2609998520929366e-06
170,123800,1,1,1,2.625998604344204e-06
171,82847,1,1,1,2.562999725341797e-06
172,25508,1,1,1,2.0560000848490745e-06
173,54067,1,0,0,1.2329983292147517e-06
174,99245,1,1,1,2.4520013539586216e-06
175,88729,1,0,0,1.405001967214048e-06
176,50098,1,1,1,2.4099972506519407e-06
177,11153,1,0,0,1.329000951955095e-06
178,132024,1,1,1,3.0960000003688037e-06
179,123835,1,1,1,4.0289996832143515e-06
180,82888,1,1,1,2.3520005925092846e-06
181,25544,1,1,1,2.5859990273602307e-06
182,107467,1,1,1,2.688000677153468e-06
183,25551,1,1,1,1.9699982658494264e-06
184,33752,1,1,1,2.444001438561827e-06
185,41947,1,1,1,2.750002749962732e-06
186,115676,1,1,1,2.6579982659313828e-06
187,123879,1,1,1,2.254000719403848e-06
188,66539,1,1,1,2.6279994926881045e-06
189,66556,1,1,1,2.172000677092001e-06
190,66557,1,0,0,1.2810014595743269e-06
191,132106,1,1,1,2.225999196525663e-06
192,115733,1,1,1,2.616001438582316e-06
193,25623,1,1,1,2.2620006348006427e-06
194,45104,1,0,0,1.2780001270584762e-06
